shop_id,offer_count,rating
1252,435,4
1253,279,4
1254,6252,4
1255,3822,4
1256,1207,5
1257,43,4
1258,107436,4
1259,1375,4
1260,299,4
1261,1288,4
1262,286,5
1263,151,4
1264,9294,5
1265,1716,4
1266,510,4
1267,83,4
1268,7425,5
1269,20,4
1270,1078,4
1271,11392,5
1272,10597,5
1273,34,4
1274,11503,5
1275,11803,5
1276,10939,5
1277,276,4
1278,1484,4
1279,50,4
1280,30,5
1281,533,2
1283,1556,5
1284,499,5
1285,13,4
1286,36439,5
1287,16938,5
1288,29,4
1291,55,4
1292,6755,2
1293,14552,5
1294,3390,3
1295,16135,4
1296,744,4
1297,30269,4
1298,8359,4
1299,20,5
1300,12,4
1301,11656,5
1303,5092,5
1304,561,4
1305,12020,5
1306,18,4
1307,6405,5
1308,4583,4
1310,197,5
1311,6354,4
1312,5734,5
1313,2838,5
1314,3130,3
1315,5589,4
1316,7718,5
1317,821,4
1320,2604,4
1322,91,4
1323,283,3
1324,89,4
1325,4456,4
1327,614,4
1328,536,4
1329,3985,4
1331,6824,4
1332,2375,4
1333,3696,4
1334,450,4
1335,2017,4
1336,2540,5
1337,69,4
1338,184,5
1339,9415,4
1340,1329,4
1341,158422,5
1342,3090,4
1344,19591,5
1345,4037,4
1346,1098,4
1347,18454,4
1348,1928,4
1349,72,4
1350,384,4
1351,1199,4
1352,1487,1
1354,100,4
1355,939,4
1356,1563,4
1357,369,4
1359,570,3
1360,28,4
1362,19467,5
1363,316,4
1365,198,4
1367,1243,4
1368,1937,4
1371,31030,5
1372,115,4
1374,28732,5
1375,9980,5
1376,10278,5
1377,10465,5
1378,11064,5
1379,10152,5
1380,11978,5
1381,10921,5
1382,10571,5
1383,10336,5
1384,10440,5
1385,10384,5
1386,11236,5
1387,10388,5
1388,10102,5
1389,11203,5
1390,10315,5
1391,11139,5
1392,10638,5
1393,10815,5
1394,4577,4
1395,3349,5
1396,4791,4
1397,87,4
1398,24043,5
1399,324,4
1401,15,5
1402,1,4
1403,883,4
1404,205,4
1406,904,4
1407,6596,4
1408,21,4
1409,101,4
1411,61,5
1412,10,4
1413,127,4
1414,9883,4
1415,2,4
1416,4,4
1417,1,4
1418,1916,4
1421,4577,4
1422,1064,4
1423,8640,4
1424,15,4
1425,395,4
1426,2760,4
1427,8417,5
1428,29501,3
1429,24,4
1430,586,4
1431,59,5
1432,3505,3
1433,508,4
1434,316,4
1435,4105,5
1437,4668,4
1439,17515,5
1440,1325,3
1442,1261,4
1443,1863,4
1444,928,4
1445,27612,5
1446,7074,5
1447,190,5
1448,531,5
1449,335,4
1450,2730,4
1451,318,4
1452,182,4
1453,642,4
1454,264,4
1455,286,4
1456,3875,3
1457,10774,5
1458,61911,2
1459,227,4
1460,7077,5
1461,288,4
1462,56,4
1464,43,4
1466,125,4
1467,205,4
1469,1138,2
1470,16606,5
1471,12097,5
1472,3163,5
1473,612,4
1474,136,4
1475,13246,4
1476,1137,5
1477,3409,4
1478,327,4
1479,100,4
1480,4002,5
1481,61,4
1482,2094,4
1484,2838,4
1485,183,5
1486,12513,4
1487,737,4
1488,3,4
1489,3678,4
1490,249,3
1492,11712,4
1493,2601,5
1494,316,4
1495,2685,4
1496,15064,4
1497,1113,4
1498,138148,4
1499,6752,4
1500,136717,5
1501,443,5
1502,14805,4
1503,1577,5
1504,560,4
1505,3283,4
1506,639,3
1509,3411,4
1510,60,4
1511,7,4
1512,235,5
1514,4242,4
1515,154,4
1516,40393,5
1517,2696,5
1518,6631,5
1519,44,4
1520,462,4
1521,1,4
1522,1348,4
1523,34335,4
1524,1263,4
1525,181,5
1526,4714,5
1527,5818,3
1528,1143,5
1529,7997,4
1530,4455,5
1531,63,4
1532,2448,5
1533,5053,3
1534,2675,4
1536,17,5
1537,280,4
1538,6,4
1539,28893,4
1540,2632,4
1541,803,5
1543,344,4
1544,170,4
1545,897,4
1546,684,4
1547,620,3
1548,125,4
1550,733,4
1552,2643,3
1553,2094,3
1554,3988,3
1555,1632,3
1556,3986,3
1557,2302,3
1558,3668,3
1559,2659,3
1560,2400,3
1561,46,4
1562,17194,4
1563,868,4
1564,4824,4
1567,1571,3
1568,3681,4
1569,81,4
1570,2064,4
1571,1650,4
1572,15411,5
1573,14989,5
1574,2426,4
1575,1730,4
1577,430,4
1578,3486,4
1579,278,4
1580,9389,4
1581,444,2
1582,1657,4
1583,30032,5
1584,6040,4
1585,771,4
1586,104123,5
1587,144,5
1588,7386,4
1589,1334,5
1590,19526,4
1591,1072,3
1592,1568,5
1593,2586,5
1594,250,4
1595,120,3
1596,7196,3
1597,3892,3
1598,187,5
1599,1,4
1600,133,2
1602,4,4
1603,408,4
1604,830,4
1605,436,4
1606,159,5
1607,35557,5
1608,13223,5
1609,4958,4
1610,85823,4
1611,135,3
1612,7584,5
1614,79755,5
1615,13121,4
1616,4509,4
1617,13388,4
1618,1937,5
1619,22108,3
1620,41,5
1621,78,4
1622,11,4
1623,455,4
1624,2006,4
1625,316,4
1626,14698,5
1627,102,5
1629,1395,4
1630,884,4
1632,265,4
1633,979,4
1634,1603,4
1635,4945,4
1636,1663,4
1638,291,4
1639,59,4
1640,337,4
1641,9557,5
1642,1702,5
1643,58355,2
1644,63,4
1645,15,4
1646,65,4
1647,2669,1
1648,1565,3
1649,35,4
1650,8117,4
1651,743,4
1652,7278,4
1653,28226,5
1654,13,4
1655,1753,5
1656,13,4
1657,430,4
1658,60,4
1660,6,4
1661,750,5
1662,6,4
1664,21324,4
1666,5,4
1667,3532,4
1668,5044,5
1669,4552,3
1670,2768,5
1671,112,2
1672,4571,5
1673,3160,4
1674,7371,5
1675,1968,2
1676,92,4
1677,5815,5
1678,6246,5
1679,1786,2
1681,222,1
1682,1489,4
1684,96,4
1685,200,4
1686,1867,5
1687,565,4
1688,268,4
1689,1755,4
1690,45391,3
1691,3215,5
1692,2630,4
1693,341,5
1694,2212,4
1695,1753,5
1696,1464,5
1697,1405,5
1698,244,4
1699,1,4
1700,2,4
1703,87,4
1704,451,4
1705,3592,4
1706,1389,1
1707,1994,4
1708,23144,4
1709,36,4
1710,1888,3
1711,35,4
1713,529,4
1714,193,2
1715,16,4
1716,62179,5
1717,3577,4
1719,9648,4
1720,1028,3
1721,2396,5
1722,4589,4
1724,243,4
1725,204,4
1726,2504,5
1727,1236,5
1728,2010,4
1730,114,5
1731,95,5
1732,1727,5
1733,39742,5
1734,1295,5
1735,7328,4
1737,11901,4
1738,10864,4
1739,358,4
1740,252,5
1741,12468,4
1742,495,4
1743,58,4
1745,437,5
1746,5586,5
1747,9763,4
1748,1929,3
1750,16487,4
1751,470,4
1752,166,5
1753,2433,4
1754,375,5
1755,900,3
1757,7718,4
1759,300,5
1761,14654,4
1762,3776,4
1763,131,4
1764,2590,3
1765,51,4
1766,774,5
1767,3487,4
1768,8,4
1769,5723,4
1770,1332,2
1771,41613,5
1773,968,4
1774,6545,5
1775,3292,3
1777,282,5
1779,1246,4
1780,1,4
1781,31374,4
1782,2475,3
1783,81,4
1786,277,3
1787,2240,5
1788,4365,4
1789,1020,4
1790,149,5
1791,929,4
1792,477,5
1793,13590,3
1794,20532,5
1795,16511,4
1796,666,5
1797,1176,4
1798,13828,3
1799,2,2
1800,16569,5
1801,630,5
1802,41,3
1803,1990,4
1804,195,5
1805,8309,4
1806,141,4
1807,6,4
1808,3195,4
1809,3858,3
1811,294,4
1812,16,4
1813,5816,4
1815,2592,4
1816,41526,5
1817,6,4
1818,32438,4
1820,84,4
1821,89,4
1822,2415,4
1823,3702,3
1824,625,4
1825,735,4
1826,21912,4
1827,1975,4
1828,767,4
1829,230,5
1831,41,2
1832,119,5
1833,3011,4
1834,1995,5
1835,385,5
1836,4586,4
1837,2679,4
1838,3988,3
1840,149,4
1841,24012,3
1842,1661,4
1843,192,3
1844,943,2
1845,3048,3
1848,119,4
1849,6546,4
1850,287,4
1851,319,1
1852,390,5
1853,13083,3
1854,36818,5
1856,306,4
1857,831,3
1858,458,2
1859,3,4
1860,179,4
1862,15,2
1864,263,4
1865,11430,4
1866,8,4
1867,1261,4
1868,201,5
1869,406,4
1870,9,4
1871,415,4
1874,3006,5
1875,150,4
1876,1300,5
1877,65977,5
1878,20596,5
1879,33,4
1880,2886,4
1881,221,5
1883,5561,5
1884,437,5
1886,1542,4
1887,1576,5
1888,230,1
1889,11573,4
1891,134,4
1892,1482,5
1893,7975,5
1894,1273,5
1897,5256,2
1898,3036,4
1900,660,4
1901,119287,5
1902,245,4
1903,544,5
1904,16810,4
1905,13,4
1906,931,2
1907,163,5
1909,2353,5
1912,3201,5
1913,1593,1
1914,58,4
1915,7101,4
1916,17,5
1917,1041,5
1918,962,5
1919,1125,5
1920,1275,5
1921,924,4
1922,5030,4
1923,213,4
1924,34947,5
1925,135,4
1926,1260,5
1927,1105,5
1928,1385,5
1929,2144,4
1930,20399,4
1931,1068,4
1932,7825,3
1933,1106,5
1934,860,5
1935,874,4
1936,1047,5
1937,1456,5
1938,62,4
1939,556,5
1941,424,4
1942,242,4
1943,1918,4
1944,21,3
1945,15939,3
1946,264,4
1947,23391,4
1948,10936,4
1949,1392,5
1950,773,2
1952,14768,5
1955,264,4
1956,1281,2
1957,342,5
1958,266,4
1959,4081,4
1960,139,1
1961,2,4
1962,2596,5
1963,529,5
1964,1091,4
1965,2207,4
1966,139,4
1967,1887,3
1968,1129,5
1969,37273,4
1970,16210,5
1971,22101,5
1972,289,4
1973,10400,4
1975,41609,5
1976,24,4
1977,460,4
1978,2786,4
1979,12036,5
1980,1918,4
1981,716,5
1982,60,4
1984,4270,1
1985,18000,5
1986,4953,4
1987,10468,5
1988,31,5
1990,6822,4
1991,568,3
1992,399,4
1994,27,2
1995,531,4
1996,999,4
1997,371,5
1998,15984,5
2000,233,4
2001,2263,4
2002,885,5
2004,656,2
2005,6723,4
2006,233,4
2007,33,3
2008,135,3
2009,15884,5
2010,31398,5
2011,62953,3
2013,168,3
2014,333,3
2015,2773,5
2017,243,2
2018,35,4
2019,777,4
2020,4667,5
2021,933,3
2022,847,4
2023,1201,4
2025,3073,3
2026,297,4
2027,2215,4
2028,9281,4
2029,29380,5
2030,187,4
2032,365,4
2033,188,2
2034,44,4
2035,17350,5
2036,547,4
2037,19356,4
2038,1158,5
2039,1795,4
2040,2173,4
2041,933,2
2042,15556,2
2043,1261,5
2044,828,5
2045,1277,4
2046,1243,4
2047,1405,4
2048,2725,4
2050,2122,4
2051,8622,4
2052,227,5
2053,3285,4
2054,2915,4
2055,4,2
2056,470,4
2058,2538,5
2059,1,4
2060,512,4
2061,10,4
2062,23707,5
2063,60,4
2064,441,3
2065,184,4
2066,100410,5
2068,662,4
2069,778,3
2070,10281,4
2071,287,3
2072,82443,5
2073,2328,4
2074,14112,3
2075,470,4
2076,586,4
2078,1771,4
2080,1727,4
2081,3371,4
2085,1893,3
2087,6060,4
2088,2886,4
2089,11,5
2090,2023,4
2092,79,4
2094,4045,5
2096,785,2
2097,630,3
2098,5404,5
2099,8087,4
2100,15587,5
2101,399,3
2104,5925,5
2105,3016,4
2106,1136,4
2107,365,4
2109,462,4
2110,77,4
2111,335,4
2112,102,4
2113,198,4
2114,42569,4
2115,67,4
2116,7698,4
2117,1078,4
2118,423,5
2119,42,4
2120,11467,5
2121,982,4
2122,84,4
2123,2504,4
2124,48035,4
2126,1518,4
2127,1417,4
2128,18629,5
2129,1094,4
2130,1192,4
2131,1,4
2132,16481,4
2133,20902,4
2134,2092,4
2135,4071,4
2136,561,4
2137,1067,4
2138,10,4
2139,1,4
2140,4690,5
2141,2313,2
2142,115,4
2144,207,5
2145,491,1
2146,351,5
2148,403,4
2149,3,4
2150,220,4
2151,1172,4
2152,402,5
2153,225,4
2154,338,5
2155,133,5
2156,4157,4
2157,84,4
2158,2881,4
2159,28,4
2160,717,3
2162,466,3
2164,17820,3
2165,328,5
2166,4361,4
2167,387,5
2168,1881,4
2169,3596,5
2170,9597,3
2171,12229,3
2172,454,4
2174,1,4
2176,31634,5
2177,878,4
2179,328,3
2180,497,4
2181,676,4
2182,720,4
2183,124,4
2184,124,5
2185,1036,4
2186,1811,5
2187,992,4
2188,30950,4
2189,8180,4
2190,2179,3
2192,2931,4
2193,10010,2
2194,49499,5
2195,1895,4
2196,19,4
2197,509,5
2200,94,4
2201,13439,4
2202,50,4
2203,3298,4
2204,271,4
2205,981,5
2206,887,4
2207,3758,5
2208,267,5
2210,91,4
2212,31354,4
2213,1112,4
2214,5,4
2215,549,4
2216,2144,4
2217,327,4
2218,317,4
2219,33410,3
2220,3513,5
2221,535,4
2223,12027,4
2224,40,5
2226,54,4
2228,54,4
2229,37,4
2230,12257,5
2232,23507,5
2233,3623,4
2234,41609,5
2236,315,1
2237,2901,4
2238,425,4
2239,11421,3
2240,1714,5
2242,193,4
2243,1858,4
2244,203,4
2246,1865,4
2247,469,4
2248,119186,4
2250,2142,4
2251,185,4
2252,13385,4
2253,1311,5
2254,867,5
2255,255,4
2256,3315,3
2257,1380,3
2258,24346,4
2260,410,4
2261,13,4
2262,318,2
2263,2122,4
2264,3171,2
2265,68,4
2267,939,5
2268,6290,4
2269,7298,4
2270,1,4
